Diff,Kunsat,H,DÎ¸Dh,,Diff,Se
0.068637687,4.39E-07,7604.996853,6.39E-06,,0.068637687,0.673638939
0.069259105,4.45E-07,7547.237317,6.43E-06,,0.069259105,0.67463974
0.069886366,4.52E-07,7489.844558,6.47E-06,,0.069886366,0.675640541
0.070519532,4.59E-07,7432.816266,6.51E-06,,0.070519532,0.676641341
0.071158666,4.66E-07,7376.150144,6.56E-06,,0.071158666,0.677642142
0.071803832,4.74E-07,7319.843916,6.60E-06,,0.071803832,0.678642943
0.072455093,4.81E-07,7263.895319,6.64E-06,,0.072455093,0.679643744
0.073112515,4.89E-07,7208.30211,6.68E-06,,0.073112515,0.680644545
0.073776163,4.96E-07,7153.062057,6.72E-06,,0.073776163,0.681645345
0.074446106,5.04E-07,7098.17295,6.77E-06,,0.074446106,0.682646146
0.075122409,5.12E-07,7043.63259,6.81E-06,,0.075122409,0.683646947
0.075805142,5.20E-07,6989.438797,6.85E-06,,0.075805142,0.684647748
0.076494375,5.28E-07,6935.589404,6.90E-06,,0.076494375,0.685648549
0.077190176,5.36E-07,6882.082262,6.94E-06,,0.077190176,0.686649349
0.077892619,5.44E-07,6828.915237,6.99E-06,,0.077892619,0.68765015
0.078601774,5.53E-07,6776.086208,7.03E-06,,0.078601774,0.688650951
0.079317715,5.61E-07,6723.593072,7.08E-06,,0.079317715,0.689651752
0.080040516,5.70E-07,6671.433739,7.12E-06,,0.080040516,0.690652553
0.080770252,5.79E-07,6619.606135,7.17E-06,,0.080770252,0.691653353
0.081506998,5.88E-07,6568.108201,7.21E-06,,0.081506998,0.692654154
0.082250833,5.97E-07,6516.937891,7.26E-06,,0.082250833,0.693654955
0.083001834,6.06E-07,6466.093176,7.31E-06,,0.083001834,0.694655756
0.083760079,6.16E-07,6415.572039,7.35E-06,,0.083760079,0.695656557
0.084525649,6.25E-07,6365.372479,7.40E-06,,0.084525649,0.696657357
0.085298626,6.35E-07,6315.492508,7.45E-06,,0.085298626,0.697658158
0.08607909,6.45E-07,6265.930153,7.50E-06,,0.08607909,0.698658959
0.086867127,6.55E-07,6216.683455,7.54E-06,,0.086867127,0.69965976
0.087662819,6.66E-07,6167.750468,7.59E-06,,0.087662819,0.700660561
0.088466254,6.76E-07,6119.129259,7.64E-06,,0.088466254,0.701661361
0.089277516,6.86E-07,6070.817912,7.69E-06,,0.089277516,0.702662162
0.090096695,6.97E-07,6022.814521,7.74E-06,,0.090096695,0.703662963
0.090923879,7.08E-07,5975.117195,7.79E-06,,0.090923879,0.704663764
0.091759159,7.19E-07,5927.724055,7.84E-06,,0.091759159,0.705664565
0.092602626,7.31E-07,5880.633238,7.89E-06,,0.092602626,0.706665365
0.093454373,7.42E-07,5833.84289,7.94E-06,,0.093454373,0.707666166
0.094314494,7.54E-07,5787.351174,7.99E-06,,0.094314494,0.708666967
0.095183085,7.65E-07,5741.156264,8.04E-06,,0.095183085,0.709667768
0.096060241,7.77E-07,5695.256345,8.09E-06,,0.096060241,0.710668569
0.096946062,7.90E-07,5649.649619,8.15E-06,,0.096946062,0.711669369
0.097840646,8.02E-07,5604.334296,8.20E-06,,0.097840646,0.71267017
0.098744094,8.15E-07,5559.308602,8.25E-06,,0.098744094,0.713670971
0.099656509,8.28E-07,5514.570773,8.30E-06,,0.099656509,0.714671772
0.100577993,8.41E-07,5470.119058,8.36E-06,,0.100577993,0.715672573
0.101508653,8.54E-07,5425.951719,8.41E-06,,0.101508653,0.716673373
0.102448593,8.67E-07,5382.06703,8.47E-06,,0.102448593,0.717674174
0.103397923,8.81E-07,5338.463274,8.52E-06,,0.103397923,0.718674975
0.104356752,8.95E-07,5295.138751,8.57E-06,,0.104356752,0.719675776
0.105325192,9.09E-07,5252.091768,8.63E-06,,0.105325192,0.720676577
0.106303354,9.23E-07,5209.320647,8.69E-06,,0.106303354,0.721677377
0.107291352,9.38E-07,5166.823719,8.74E-06,,0.107291352,0.722678178
0.108289304,9.53E-07,5124.59933,8.80E-06,,0.108289304,0.723678979
0.109297327,9.68E-07,5082.645833,8.85E-06,,0.109297327,0.72467978
0.110315539,9.83E-07,5040.961596,8.91E-06,,0.110315539,0.725680581
0.111344062,9.99E-07,4999.544996,8.97E-06,,0.111344062,0.726681381
0.112383019,1.01E-06,4958.394422,9.03E-06,,0.112383019,0.727682182
0.113432534,1.03E-06,4917.508275,9.09E-06,,0.113432534,0.728682983
0.114492733,1.05E-06,4876.884966,9.14E-06,,0.114492733,0.729683784
0.115563745,1.06E-06,4836.522916,9.20E-06,,0.115563745,0.730684585
0.1166457,1.08E-06,4796.420558,9.26E-06,,0.1166457,0.731685385
0.11773873,1.10E-06,4756.576336,9.32E-06,,0.11773873,0.732686186
0.118842969,1.12E-06,4716.988704,9.38E-06,,0.118842969,0.733686987
0.119958552,1.13E-06,4677.656126,9.44E-06,,0.119958552,0.734687788
0.121085619,1.15E-06,4638.577078,9.51E-06,,0.121085619,0.735688589
0.122224308,1.17E-06,4599.750045,9.57E-06,,0.122224308,0.736689389
0.123374762,1.19E-06,4561.173524,9.63E-06,,0.123374762,0.73769019
0.124537125,1.21E-06,4522.846019,9.69E-06,,0.124537125,0.738690991
0.125711545,1.23E-06,4484.766049,9.76E-06,,0.125711545,0.739691792
0.126898168,1.25E-06,4446.932138,9.82E-06,,0.126898168,0.740692593
0.128097147,1.27E-06,4409.342823,9.88E-06,,0.128097147,0.741693393
0.129308634,1.29E-06,4371.996651,9.95E-06,,0.129308634,0.742694194
0.130532786,1.31E-06,4334.892178,1.00E-05,,0.130532786,0.743694995
0.131769759,1.33E-06,4298.02797,1.01E-05,,0.131769759,0.744695796
0.133019715,1.35E-06,4261.402602,1.01E-05,,0.133019715,0.745696597
0.134282816,1.37E-06,4225.01466,1.02E-05,,0.134282816,0.746697397
0.135559228,1.39E-06,4188.862738,1.03E-05,,0.135559228,0.747698198
0.136849118,1.42E-06,4152.945441,1.03E-05,,0.136849118,0.748698999
0.138152658,1.44E-06,4117.261383,1.04E-05,,0.138152658,0.7496998
0.13947002,1.46E-06,4081.809186,1.05E-05,,0.13947002,0.750700601
0.14080138,1.49E-06,4046.587483,1.05E-05,,0.14080138,0.751701401
0.142146917,1.51E-06,4011.594916,1.06E-05,,0.142146917,0.752702202
0.143506812,1.53E-06,3976.830135,1.07E-05,,0.143506812,0.753703003
0.144881251,1.56E-06,3942.2918,1.08E-05,,0.144881251,0.754703804
0.146270419,1.58E-06,3907.978579,1.08E-05,,0.146270419,0.755704605
0.147674509,1.61E-06,3873.889151,1.09E-05,,0.147674509,0.756705405
0.149093712,1.64E-06,3840.022202,1.10E-05,,0.149093712,0.757706206
0.150528226,1.66E-06,3806.376427,1.10E-05,,0.150528226,0.758707007
0.15197825,1.69E-06,3772.95053,1.11E-05,,0.15197825,0.759707808
0.153443987,1.72E-06,3739.743224,1.12E-05,,0.153443987,0.760708609
0.154925644,1.74E-06,3706.75323,1.13E-05,,0.154925644,0.761709409
0.156423429,1.77E-06,3673.979279,1.13E-05,,0.156423429,0.76271021
0.157937556,1.80E-06,3641.420108,1.14E-05,,0.157937556,0.763711011
0.159468242,1.83E-06,3609.074464,1.15E-05,,0.159468242,0.764711812
0.161015706,1.86E-06,3576.941102,1.16E-05,,0.161015706,0.765712613
0.162580173,1.89E-06,3545.018786,1.16E-05,,0.162580173,0.766713413
0.164161869,1.92E-06,3513.306287,1.17E-05,,0.164161869,0.767714214
0.165761026,1.95E-06,3481.802385,1.18E-05,,0.165761026,0.768715015
0.167377879,1.99E-06,3450.505868,1.19E-05,,0.167377879,0.769715816
0.169012667,2.02E-06,3419.415532,1.19E-05,,0.169012667,0.770716617
0.170665633,2.05E-06,3388.53018,1.20E-05,,0.170665633,0.771717417
0.172337025,2.09E-06,3357.848624,1.21E-05,,0.172337025,0.772718218
0.174027094,2.12E-06,3327.369685,1.22E-05,,0.174027094,0.773719019
0.175736095,2.16E-06,3297.09219,1.23E-05,,0.175736095,0.77471982
0.177464289,2.19E-06,3267.014973,1.24E-05,,0.177464289,0.775720621
0.17921194,2.23E-06,3237.136878,1.24E-05,,0.17921194,0.776721421
0.180979318,2.27E-06,3207.456756,1.25E-05,,0.180979318,0.777722222
0.182766695,2.30E-06,3177.973464,1.26E-05,,0.182766695,0.778723023
0.184574352,2.34E-06,3148.685869,1.27E-05,,0.184574352,0.779723824
0.186402571,2.38E-06,3119.592843,1.28E-05,,0.186402571,0.780724625
0.188251641,2.42E-06,3090.693267,1.29E-05,,0.188251641,0.781725425
0.190121855,2.46E-06,3061.98603,1.29E-05,,0.190121855,0.782726226
0.192013511,2.50E-06,3033.470026,1.30E-05,,0.192013511,0.783727027
0.193926915,2.54E-06,3005.144158,1.31E-05,,0.193926915,0.784727828
0.195862375,2.59E-06,2977.007337,1.32E-05,,0.195862375,0.785728629
0.197820207,2.63E-06,2949.058478,1.33E-05,,0.197820207,0.786729429
0.199800731,2.67E-06,2921.296506,1.34E-05,,0.199800731,0.78773023
0.201804273,2.72E-06,2893.720353,1.35E-05,,0.201804273,0.788731031
0.203831166,2.76E-06,2866.328955,1.36E-05,,0.203831166,0.789731832
0.205881748,2.81E-06,2839.12126,1.37E-05,,0.205881748,0.790732633
0.207956364,2.86E-06,2812.096217,1.37E-05,,0.207956364,0.791733433
0.210055365,2.91E-06,2785.252788,1.38E-05,,0.210055365,0.792734234
0.212179108,2.96E-06,2758.589936,1.39E-05,,0.212179108,0.793735035
0.214327958,3.01E-06,2732.106635,1.40E-05,,0.214327958,0.794735836
0.216502284,3.06E-06,2705.801864,1.41E-05,,0.216502284,0.795736637
0.218702466,3.11E-06,2679.674609,1.42E-05,,0.218702466,0.796737437
0.220928887,3.16E-06,2653.723862,1.43E-05,,0.220928887,0.797738238
0.223181939,3.22E-06,2627.948622,1.44E-05,,0.223181939,0.798739039
0.225462023,3.27E-06,2602.347895,1.45E-05,,0.225462023,0.79973984
0.227769545,3.33E-06,2576.920694,1.46E-05,,0.227769545,0.800740641
0.230104921,3.39E-06,2551.666036,1.47E-05,,0.230104921,0.801741441
0.232468572,3.44E-06,2526.582948,1.48E-05,,0.232468572,0.802742242
0.234860931,3.50E-06,2501.670459,1.49E-05,,0.234860931,0.803743043
0.237282436,3.56E-06,2476.927608,1.50E-05,,0.237282436,0.804743844
0.239733535,3.62E-06,2452.353439,1.51E-05,,0.239733535,0.805744645
0.242214686,3.69E-06,2427.947002,1.52E-05,,0.242214686,0.806745445
0.244726353,3.75E-06,2403.707353,1.53E-05,,0.244726353,0.807746246
0.247269011,3.82E-06,2379.633555,1.54E-05,,0.247269011,0.808747047
0.249843145,3.88E-06,2355.724676,1.55E-05,,0.249843145,0.809747848
0.252449249,3.95E-06,2331.979791,1.56E-05,,0.252449249,0.810748649
0.255087825,4.02E-06,2308.397981,1.58E-05,,0.255087825,0.811749449
0.257759389,4.09E-06,2284.978332,1.59E-05,,0.257759389,0.81275025
0.260464465,4.16E-06,2261.719937,1.60E-05,,0.260464465,0.813751051
0.263203586,4.23E-06,2238.621895,1.61E-05,,0.263203586,0.814751852
0.265977299,4.31E-06,2215.68331,1.62E-05,,0.265977299,0.815752653
0.268786162,4.38E-06,2192.903291,1.63E-05,,0.268786162,0.816753453
0.271630742,4.46E-06,2170.280956,1.64E-05,,0.271630742,0.817754254
0.27451162,4.54E-06,2147.815426,1.65E-05,,0.27451162,0.818755055
0.277429388,4.62E-06,2125.505828,1.67E-05,,0.277429388,0.819755856
0.28038465,4.70E-06,2103.351295,1.68E-05,,0.28038465,0.820756657
0.283378025,4.79E-06,2081.350967,1.69E-05,,0.283378025,0.821757457
0.286410142,4.87E-06,2059.503987,1.70E-05,,0.286410142,0.822758258
0.289481645,4.96E-06,2037.809505,1.71E-05,,0.289481645,0.823759059
0.292593192,5.05E-06,2016.266677,1.72E-05,,0.292593192,0.82475986
0.295745455,5.14E-06,1994.874664,1.74E-05,,0.295745455,0.825760661
0.29893912,5.23E-06,1973.632632,1.75E-05,,0.29893912,0.826761461
0.302174887,5.32E-06,1952.539754,1.76E-05,,0.302174887,0.827762262
0.305453473,5.42E-06,1931.595205,1.77E-05,,0.305453473,0.828763063
0.30877561,5.52E-06,1910.798169,1.79E-05,,0.30877561,0.829763864
0.312142045,5.62E-06,1890.147833,1.80E-05,,0.312142045,0.830764665
0.315553544,5.72E-06,1869.643392,1.81E-05,,0.315553544,0.831765465
0.319010889,5.82E-06,1849.284042,1.83E-05,,0.319010889,0.832766266
0.322514877,5.93E-06,1829.068989,1.84E-05,,0.322514877,0.833767067
0.326066328,6.04E-06,1808.997439,1.85E-05,,0.326066328,0.834767868
0.329666075,6.15E-06,1789.068609,1.86E-05,,0.329666075,0.835768669
0.333314973,6.26E-06,1769.281716,1.88E-05,,0.333314973,0.836769469
0.337013898,6.38E-06,1749.635984,1.89E-05,,0.337013898,0.83777027
0.340763742,6.49E-06,1730.130644,1.91E-05,,0.340763742,0.838771071
0.344565421,6.61E-06,1710.764929,1.92E-05,,0.344565421,0.839771872
0.348419872,6.73E-06,1691.538079,1.93E-05,,0.348419872,0.840772673
0.352328052,6.86E-06,1672.449337,1.95E-05,,0.352328052,0.841773473
0.356290941,6.99E-06,1653.497954,1.96E-05,,0.356290941,0.842774274
0.360309545,7.12E-06,1634.683182,1.98E-05,,0.360309545,0.843775075
0.36438489,7.25E-06,1616.004282,1.99E-05,,0.36438489,0.844775876
0.36851803,7.39E-06,1597.460516,2.00E-05,,0.36851803,0.845776677
0.372710041,7.52E-06,1579.051154,2.02E-05,,0.372710041,0.846777477
0.376962029,7.67E-06,1560.775469,2.03E-05,,0.376962029,0.847778278
0.381275123,7.81E-06,1542.632739,2.05E-05,,0.381275123,0.848779079
0.385650482,7.96E-06,1524.622248,2.06E-05,,0.385650482,0.84977988
0.390089293,8.11E-06,1506.743282,2.08E-05,,0.390089293,0.850780681
0.394592774,8.26E-06,1488.995134,2.09E-05,,0.394592774,0.851781481
0.399162171,8.42E-06,1471.377102,2.11E-05,,0.399162171,0.852782282
0.403798762,8.58E-06,1453.888486,2.13E-05,,0.403798762,0.853783083
0.408503858,8.75E-06,1436.528594,2.14E-05,,0.408503858,0.854783884
0.413278804,8.91E-06,1419.296736,2.16E-05,,0.413278804,0.855784685
0.418124978,9.09E-06,1402.192227,2.17E-05,,0.418124978,0.856785485
0.423043794,9.26E-06,1385.214387,2.19E-05,,0.423043794,0.857786286
0.428036703,9.44E-06,1368.362542,2.21E-05,,0.428036703,0.858787087
0.433105193,9.62E-06,1351.636019,2.22E-05,,0.433105193,0.859787888
0.438250794,9.81E-06,1335.034153,2.24E-05,,0.438250794,0.860788689
0.443475072,1.00E-05,1318.556281,2.26E-05,,0.443475072,0.861789489
0.448779638,1.02E-05,1302.201745,2.27E-05,,0.448779638,0.86279029
0.454166146,1.04E-05,1285.969893,2.29E-05,,0.454166146,0.863791091
0.459636294,1.06E-05,1269.860075,2.31E-05,,0.459636294,0.864791892
0.465191825,1.08E-05,1253.871646,2.32E-05,,0.465191825,0.865792693
0.470834533,1.10E-05,1238.003967,2.34E-05,,0.470834533,0.866793493
0.476566257,1.12E-05,1222.256402,2.36E-05,,0.476566257,0.867794294
0.482388892,1.15E-05,1206.628318,2.38E-05,,0.482388892,0.868795095
0.488304382,1.17E-05,1191.119088,2.40E-05,,0.488304382,0.869795896
0.494314728,1.19E-05,1175.728091,2.42E-05,,0.494314728,0.870796697
0.500421987,1.22E-05,1160.454705,2.43E-05,,0.500421987,0.871797497
0.506628275,1.24E-05,1145.298318,2.45E-05,,0.506628275,0.872798298
0.512935769,1.27E-05,1130.258317,2.47E-05,,0.512935769,0.873799099
0.519346708,1.29E-05,1115.334098,2.49E-05,,0.519346708,0.8747999
0.525863398,1.32E-05,1100.525058,2.51E-05,,0.525863398,0.875800701
0.532488212,1.35E-05,1085.830599,2.53E-05,,0.532488212,0.876801502
0.539223595,1.37E-05,1071.250127,2.55E-05,,0.539223595,0.877802302
0.546072062,1.40E-05,1056.783052,2.57E-05,,0.546072062,0.878803103
0.553036206,1.43E-05,1042.428789,2.59E-05,,0.553036206,0.879803904
0.560118698,1.46E-05,1028.186755,2.61E-05,,0.560118698,0.880804705
0.567322292,1.49E-05,1014.056375,2.63E-05,,0.567322292,0.881805506
0.574649825,1.52E-05,1000.037073,2.65E-05,,0.574649825,0.882806306
0.582104223,1.56E-05,986.1282813,2.67E-05,,0.582104223,0.883807107
0.589688504,1.59E-05,972.3294335,2.69E-05,,0.589688504,0.884807908
0.59740578,1.62E-05,958.6399685,2.72E-05,,0.59740578,0.885808709
0.605259264,1.66E-05,945.0593288,2.74E-05,,0.605259264,0.88680951
0.613252272,1.69E-05,931.586961,2.76E-05,,0.613252272,0.88781031
0.621388225,1.73E-05,918.2223157,2.78E-05,,0.621388225,0.888811111
0.629670659,1.77E-05,904.9648472,2.80E-05,,0.629670659,0.889811912
0.638103223,1.80E-05,891.814014,2.83E-05,,0.638103223,0.890812713
0.646689691,1.84E-05,878.7692786,2.85E-05,,0.646689691,0.891813514
0.65543396,1.88E-05,865.8301071,2.87E-05,,0.65543396,0.892814314
0.66434006,1.92E-05,852.9959698,2.90E-05,,0.66434006,0.893815115
0.67341216,1.97E-05,840.2663408,2.92E-05,,0.67341216,0.894815916
0.682654571,2.01E-05,827.6406981,2.94E-05,,0.682654571,0.895816717
0.692071752,2.06E-05,815.1185236,2.97E-05,,0.692071752,0.896817518
0.701668322,2.10E-05,802.6993032,2.99E-05,,0.701668322,0.897818318
0.71144906,2.15E-05,790.3825264,3.02E-05,,0.71144906,0.898819119
0.721418917,2.20E-05,778.1676869,3.04E-05,,0.721418917,0.89981992
0.731583023,2.25E-05,766.0542821,3.07E-05,,0.731583023,0.900820721
0.741946693,2.30E-05,754.0418132,3.10E-05,,0.741946693,0.901821522
0.752515438,2.35E-05,742.1297855,3.12E-05,,0.752515438,0.902822322
0.763294974,2.40E-05,730.3177078,3.15E-05,,0.763294974,0.903823123
0.774291231,2.46E-05,718.6050931,3.17E-05,,0.774291231,0.904823924
0.785510361,2.52E-05,706.9914581,3.20E-05,,0.785510361,0.905824725
0.796958754,2.57E-05,695.4763233,3.23E-05,,0.796958754,0.906825526
0.808643045,2.63E-05,684.0592133,3.26E-05,,0.808643045,0.907826326
0.820570128,2.70E-05,672.7396562,3.29E-05,,0.820570128,0.908827127
0.832747168,2.76E-05,661.5171843,3.31E-05,,0.832747168,0.909827928
0.845181618,2.83E-05,650.3913335,3.34E-05,,0.845181618,0.910828729
0.857881226,2.89E-05,639.3616437,3.37E-05,,0.857881226,0.91182953
0.870854061,2.96E-05,628.4276587,3.40E-05,,0.870854061,0.91283033
0.884108518,3.03E-05,617.588926,3.43E-05,,0.884108518,0.913831131
0.897653346,3.11E-05,606.8449972,3.46E-05,,0.897653346,0.914831932
0.911497658,3.18E-05,596.1954277,3.49E-05,,0.911497658,0.915832733
0.925650957,3.26E-05,585.6397767,3.52E-05,,0.925650957,0.916833534
0.940123153,3.34E-05,575.1776075,3.56E-05,,0.940123153,0.917834334
0.95492459,3.43E-05,564.8084872,3.59E-05,,0.95492459,0.918835135
0.970066062,3.51E-05,554.5319868,3.62E-05,,0.970066062,0.919835936
0.98555885,3.60E-05,544.3476814,3.65E-05,,0.98555885,0.920836737
1.00141474,3.69E-05,534.2551498,3.69E-05,,1.00141474,0.921837538
1.017646056,3.79E-05,524.2539751,3.72E-05,,1.017646056,0.922838338
1.034265694,3.88E-05,514.3437442,3.75E-05,,1.034265694,0.923839139
1.051287149,3.98E-05,504.5240481,3.79E-05,,1.051287149,0.92483994
1.06872456,4.09E-05,494.7944817,3.82E-05,,1.06872456,0.925840741
1.086592743,4.19E-05,485.1546441,3.86E-05,,1.086592743,0.926841542
1.104907234,4.30E-05,475.6041385,3.90E-05,,1.104907234,0.927842342
1.123684335,4.42E-05,466.1425721,3.93E-05,,1.123684335,0.928843143
1.142941162,4.54E-05,456.7695563,3.97E-05,,1.142941162,0.929843944
1.1626957,4.66E-05,447.4847066,4.01E-05,,1.1626957,0.930844745
1.182966854,4.79E-05,438.2876428,4.05E-05,,1.182966854,0.931845546
1.203774517,4.92E-05,429.177989,4.08E-05,,1.203774517,0.932846346
1.225139629,5.05E-05,420.1553733,4.12E-05,,1.225139629,0.933847147
1.247084256,5.19E-05,411.2194283,4.16E-05,,1.247084256,0.934847948
1.269631662,5.34E-05,402.369791,4.20E-05,,1.269631662,0.935848749
1.292806395,5.49E-05,393.6061027,4.25E-05,,1.292806395,0.93684955
1.316634381,5.65E-05,384.9280091,4.29E-05,,1.316634381,0.93785035
1.341143022,5.81E-05,376.3351605,4.33E-05,,1.341143022,0.938851151
1.366361302,5.98E-05,367.8272116,4.37E-05,,1.366361302,0.939851952
1.392319913,6.15E-05,359.4038218,4.42E-05,,1.392319913,0.940852753
1.419051376,6.33E-05,351.0646551,4.46E-05,,1.419051376,0.941853554
1.44659019,6.52E-05,342.8093803,4.51E-05,,1.44659019,0.942854354
1.474972984,6.72E-05,334.6376707,4.55E-05,,1.474972984,0.943855155
1.504238689,6.92E-05,326.5492049,4.60E-05,,1.504238689,0.944855956
1.534428727,7.13E-05,318.5436659,4.65E-05,,1.534428727,0.945856757
1.565587216,7.36E-05,310.620742,4.70E-05,,1.565587216,0.946857558
1.597761197,7.59E-05,302.7801265,4.75E-05,,1.597761197,0.947858358
1.631000891,7.83E-05,295.0215178,4.80E-05,,1.631000891,0.948859159
1.665359976,8.08E-05,287.3446196,4.85E-05,,1.665359976,0.94985996
1.700895897,8.34E-05,279.7491407,4.90E-05,,1.700895897,0.950860761
1.737670209,8.61E-05,272.2347956,4.95E-05,,1.737670209,0.951861562
1.775748966,8.89E-05,264.8013041,5.01E-05,,1.775748966,0.952862362
1.815203143,9.19E-05,257.4483917,5.06E-05,,1.815203143,0.953863163
1.856109123,9.50E-05,250.1757894,5.12E-05,,1.856109123,0.954863964
1.89854923,9.83E-05,242.9832344,5.18E-05,,1.89854923,0.955864765
1.942612336,0.000101703,235.8704694,5.24E-05,,1.942612336,0.956865566
1.988394543,0.000105282,228.8372435,5.29E-05,,1.988394543,0.957866366
2.035999956,0.000109037,221.8833117,5.36E-05,,2.035999956,0.958867167
2.085541554,0.00011298,215.0084353,5.42E-05,,2.085541554,0.959867968
2.137142185,0.000117124,208.2123822,5.48E-05,,2.137142185,0.960868769
2.190935698,0.000121484,201.4949265,5.54E-05,,2.190935698,0.96186957
2.247068246,0.000126074,194.8558491,5.61E-05,,2.247068246,0.96287037
2.305699764,0.000130912,188.2949377,5.68E-05,,2.305699764,0.963871171
2.367005693,0.000136016,181.8119866,5.75E-05,,2.367005693,0.964871972
2.431178959,0.000141408,175.4067973,5.82E-05,,2.431178959,0.965872773
2.498432278,0.00014711,169.0791781,5.89E-05,,2.498432278,0.966873574
2.56900084,0.000153148,162.8289444,5.96E-05,,2.56900084,0.967874374
2.643145457,0.000159549,156.6559189,6.04E-05,,2.643145457,0.968875175
2.721156264,0.000166344,150.5599311,6.11E-05,,2.721156264,0.969875976
2.803357098,0.00017357,144.5408177,6.19E-05,,2.803357098,0.970876777
2.890110708,0.000181264,138.5984223,6.27E-05,,2.890110708,0.971877578
2.981824983,0.000189471,132.7325952,6.35E-05,,2.981824983,0.972878378
3.078960449,0.00019824,126.943193,6.44E-05,,3.078960449,0.973879179
3.182039349,0.000207629,121.2300785,6.53E-05,,3.182039349,0.97487998
3.291656727,0.0002177,115.5931194,6.61E-05,,3.291656727,0.975880781
3.408494044,0.000228528,110.032188,6.70E-05,,3.408494044,0.976881582
3.533336057,0.000240197,104.5471597,6.80E-05,,3.533336057,0.977882382
3.667091939,0.000252804,99.13791113,6.89E-05,,3.667091939,0.978883183
3.810821926,0.000266462,93.80431833,6.99E-05,,3.810821926,0.979883984
3.965771353,0.000281305,88.54625325,7.09E-05,,3.965771353,0.980884785
4.133414571,0.000297489,83.36357978,7.20E-05,,4.133414571,0.981885586
4.315512404,0.000315199,78.25614808,7.30E-05,,4.315512404,0.982886386
4.514188351,0.000334659,73.22378685,7.41E-05,,4.514188351,0.983887187
4.732031273,0.000356139,68.26629276,7.53E-05,,4.732031273,0.984887988
4.972236243,0.000379968,63.38341567,7.64E-05,,4.972236243,0.985888789
5.238801618,0.000406557,58.57483792,7.76E-05,,5.238801618,0.98688959
5.536811111,0.000436419,53.84014465,7.88E-05,,5.536811111,0.98789039
5.872848163,0.000470211,49.17878063,8.01E-05,,5.872848163,0.988891191
6.255623336,0.00050879,44.58998595,8.13E-05,,6.255623336,0.989891992
6.696958499,0.000553294,40.07269774,8.26E-05,,6.696958499,0.990892793
7.213397407,0.000605282,35.62539491,8.39E-05,,7.213397407,0.991893594
7.828980104,0.000666956,31.24584282,8.52E-05,,7.828980104,0.992894394
8.580336695,0.00074156,26.93065187,8.64E-05,,8.580336695,0.993895195
9.526833445,0.000834132,22.67446317,8.76E-05,,9.526833445,0.994895996
10.77309606,0.000953078,18.46831086,8.85E-05,,10.77309606,0.995896797
12.5272486,0.001113928,14.29590435,8.89E-05,,12.5272486,0.996897598
15.29139662,0.001350365,10.12347849,8.83E-05,,15.29139662,0.997898398
20.82130362,0.001760846,5.861327432,8.46E-05,,20.82130362,0.998899199
56.96905078,0.003151613,0.964574503,5.53E-05,,56.96905078,0.9999
